id,old_status,type
55287977-71c0-4473-a482-f605aa959690,scheduled,task
0275ff4f-b5b1-42c3-94d0-639d5cbb166f,scheduled,task
0ab97a90-df6d-4e7e-80ce-14d7b919bb34,scheduled,task
f9f658c6-a163-4d50-9250-04307cbd6c83,scheduled,task
23cb7542-2b7e-4c16-a061-b4e649444688,scheduled,task
169c4667-7220-4ac6-9d86-d8e81fa3e5ae,scheduled,task
2a27e7cd-061e-4980-9252-43e69e6a4b23,scheduled,task
4bd0c942-4909-4ffa-811f-ba5e5ffb7aa9,scheduled,task
bee9884c-2d59-4593-b15d-ef8ff5ebb215,scheduled,task
dc8294a8-6987-49e9-a927-5ebb46549cdf,scheduled,task
8a3ca3c5-9433-40cd-839a-c22d1900ea68,scheduled,task
bdbe352d-4d8c-4b36-96ad-72c21382c40e,scheduled,task
bf9ba328-09c6-464d-b7ab-8129e37b9e4f,scheduled,task
8b7d0536-a046-4d11-b13d-52bb87c1a5c4,scheduled,task
b4308fd8-665b-4bb6-a26d-5c038522a26e,scheduled,task
f15e72f9-299e-4178-ac39-e7f1c2e73bb7,scheduled,task
e91e7e1c-258e-4b27-8569-18f279567774,scheduled,task
b5916ae6-0134-4beb-9c95-69f0fbbb4006,scheduled,task
ad5e3fa7-b6f7-4a73-a58d-a0de3c73601f,scheduled,task
5cceeb28-d935-4404-a1eb-6ef5f9f9f63e,scheduled,task
28f0b2e5-4ece-41b6-a71a-79d213c1a4ef,scheduled,task
08ddfdc9-dcef-48b2-8d57-15fd14106ae7,scheduled,task
569d02dd-32f8-483e-9f78-1b4d7425cd44,scheduled,task
086746f2-3999-44bf-b5af-1aa63ef9e4b6,scheduled,task
e7bface5-5bb1-42dd-b708-b9725aee8b68,scheduled,task
d7cef614-197a-4eb2-9268-46f6f085e84f,scheduled,task
3de64f37-d9e0-4b85-b6ed-28f65196ca00,scheduled,task
9e322a60-ec95-456c-8bab-77d105aae18d,scheduled,task
f21b316c-1fc4-4bc1-bf87-64eed72956fc,scheduled,task
f28a1918-0921-46bf-b325-22178460bb42,scheduled,task
d8431eb0-4b7a-422a-968a-b748f5b8b6ea,scheduled,task
f5a33b37-3b4b-4b5b-9f79-d1f698bcd60c,scheduled,task
1368bb17-22d5-4b13-9d21-76cfb2458e5f,scheduled,task
5979d8f0-ff90-48c4-8b24-b9b377aa76ab,scheduled,task
32de796c-02cf-4e00-9d87-4525bb02f6ca,scheduled,task
8314d0da-6ee9-447e-8ce6-40d05de91b3d,scheduled,task
660aa3fe-543d-4fc1-b26f-31d561561b62,scheduled,task
33462dd7-28ac-4744-bd93-22ffacf1fd27,scheduled,task
c0aeca02-3c69-42cd-8f0a-e19f8b7bd5e0,scheduled,task
39570015-8a32-4c9f-aa48-d75d018f442a,scheduled,task
15f76745-fbe8-40c1-9ed7-91da00d45b13,scheduled,task
d105fc21-494c-4884-8ec8-5140466abb04,scheduled,task
132014cc-a31e-4f8d-8f11-68d701e4025f,scheduled,task
7f9a57d4-5ca9-4939-8f00-45f8ed79e326,scheduled,task
0c11634b-f83b-466a-aaed-bc8e35f4485f,scheduled,task
a65bba1f-2ca4-4281-a4f6-34ea54133d03,scheduled,task
c6602467-a4a4-4121-911e-f34846fab9db,scheduled,task
92945d8f-15ac-4484-9025-d4dc4f534109,scheduled,task
eb0bc1d0-c898-4fe3-a4ee-1156861ef76d,scheduled,task
0cbdcb8d-a98d-4ef5-be97-e9f057b6014e,scheduled,task
c1ddb90d-2b24-41aa-8a27-a7eb2e970e70,scheduled,task
dafaf324-99c0-412d-864a-2e22027d4eb1,scheduled,task
19742ef7-269f-4cf1-b5cf-319a868b93e1,scheduled,task
b80aad64-b165-42d2-9d58-5f2bd78016cb,scheduled,task
30ca8359-ed6f-471e-83e4-aad1c64f95a8,scheduled,task
2f3247fb-f3a7-4c72-a045-aa4cfd2ad6e8,scheduled,task
9c0cfe67-ef40-4241-b9aa-6c0b3ea66b4e,scheduled,task
776fbdb0-ec5c-47d6-82a3-75ce5bd4d0dd,scheduled,task
65c5be5c-ebb4-43fa-b7a8-1c2b60401e1c,scheduled,task
b2f19cca-df49-49aa-8a99-f3af65bdbdb6,scheduled,task
b39044b4-01ca-4a70-8822-00607cb35c4e,scheduled,task
c7728177-99a5-424f-8fdd-c8941b45d5fb,scheduled,task
4f4b9f53-a1ae-46ff-bd95-4842b504f369,scheduled,task
3b32b9aa-4104-4cb1-8a10-00fe7313710c,scheduled,task
689c4276-4863-45e8-9160-4c8387912e18,scheduled,task
214ce804-1205-40d1-8a49-6ef13e75f628,scheduled,task
a854d176-9af9-4c72-ae07-155b4e24b217,scheduled,task
e09a8acf-11d0-46bd-b52a-16035b2e61b5,scheduled,call
4b14d6e5-6d78-4cb8-929e-42f8f056cf9b,scheduled,call
c08d85a5-2609-48f0-acb7-bf29bc82740f,scheduled,call
72b1de88-79a3-4d45-a0cc-914228451285,scheduled,whatsapp
82cfbe60-283e-45c6-9e41-68037c4d70ca,scheduled,call
668682e4-bae1-4e1b-8b99-335803184eaa,scheduled,meeting
212c8fb8-b996-4bbf-80e7-504a3e1eda26,scheduled,call
d49d8d97-e1d3-42bf-ad20-bf2504da74da,scheduled,call
a9dfa5b3-ee5b-48f2-9ebb-cae12040824f,scheduled,call
2acf1108-90f1-459f-a911-6c4533246948,scheduled,call
053c26d4-78f0-407e-b646-2781896ac63e,scheduled,call
343c9787-06b2-4603-abcf-012b4361cdb4,scheduled,call
c7b7850e-69ce-4645-aab9-1773ac66d0a2,scheduled,call
552fa5d3-c81d-4c76-8e37-c4ccbd9382df,scheduled,call
f396997d-4a3d-401d-a995-6d8dabc01868,scheduled,call
ad58f189-b645-43a5-8f97-9fc6947257d3,scheduled,call
66b920c5-d169-447e-96cb-36ef76038597,scheduled,call
8f273af7-1c90-450f-bed5-8b2715971e04,scheduled,call
6bd5c3b5-d1cd-4df9-ae23-bb8823daedf7,scheduled,meeting
43b725f8-b4b3-48a7-aabd-ea4ccb945beb,scheduled,whatsapp
1a432700-7c22-4c2f-92da-4309422d5a8f,scheduled,whatsapp
896d8d0a-d31f-42d7-b1d2-c47b122e11c1,scheduled,call
5999d4c2-1c62-471b-b013-48fb2c8f65f3,scheduled,call
db780fc3-ff8e-4fdf-b6a3-7bf4d35c2929,scheduled,call
7f036920-58ac-47b4-a47a-cf4a7abb7165,scheduled,meeting
5dd4c144-be96-4a42-942e-7cf552195669,scheduled,call
931c8e50-2546-4363-b4fa-366ab270bce5,scheduled,whatsapp
a7900ff2-9d87-4bca-94e1-47cf6985bf24,scheduled,whatsapp
96442564-29a8-4295-a228-033fae047bad,scheduled,call
beeb539e-d502-4924-9dc8-fc136e2cbe8b,scheduled,call
2a4d1273-eeee-406d-95a1-25eb20e163d1,scheduled,whatsapp
f4f01d5d-eb54-4c80-b3fa-4c8684ac32bf,scheduled,whatsapp
f9187fe2-90ff-4578-a398-7935338a081f,scheduled,whatsapp
cec00d6b-a052-4350-bb88-c23b1ed67aff,scheduled,call
1b6952c9-3199-48a5-9345-3b1f41365eba,scheduled,call
06caf52e-451f-4d8c-95d0-0887f23323b8,scheduled,whatsapp
72eecdae-8f3e-4110-bffc-e64c0b8767ed,scheduled,whatsapp
e739695c-5a2d-4461-a686-588f4b162c66,scheduled,whatsapp
8c703d70-e73b-4ee9-acc6-3d46ce8ead9f,scheduled,whatsapp
ff19f5b3-0200-4761-9af5-204196489353,scheduled,whatsapp
0f6bdf74-6c67-45c1-8b41-77e8dde8d4d8,scheduled,call
e381e71c-a29f-4e71-a97a-253ae724268e,scheduled,whatsapp
e701688a-5570-4f9a-b3ef-709bf047c06c,scheduled,whatsapp
fa87169d-fff9-4531-91ef-040a7c56fcdb,scheduled,whatsapp
6c38499a-0d04-4141-90c3-fb6d7d93b67e,scheduled,call
6d830051-54db-4f90-b3de-571beb7fa101,scheduled,call
7a025525-1ac2-49d7-ae65-77da96518774,scheduled,whatsapp
f69fe7d7-a675-4642-bb61-ac61ea90b542,scheduled,call
e5e15ea8-97f4-4d0c-a34f-78204ca6df02,scheduled,call
9eb44083-0f59-43fd-8df2-d8163b8aaf85,scheduled,whatsapp
b86e58b5-d83b-4958-b7a7-b698e5230b47,scheduled,whatsapp
c133aea6-d416-434a-8274-ab93bbec975b,scheduled,whatsapp
c63a824e-8806-43ae-b414-2ff91dc8f318,scheduled,call
43d3a33a-8afe-464a-a253-95f58c781151,scheduled,call
f0f923a2-df94-4c3b-8050-0f4f1fd00809,scheduled,call
d416e91d-21de-4643-8cc5-b17784b5a5d2,scheduled,call
d49e1e7b-34d3-4c78-808c-0b2e51f31f20,scheduled,call
52b2c921-5637-408a-865c-034ff3969696,scheduled,call
095f60ab-0d72-40fa-b3d8-fd5a5a9ce4f1,scheduled,call
d7c6ca2e-8eb2-468e-88fc-7368391c61ee,scheduled,call
951dbbae-cfe4-4bbd-b23a-1240443a71cb,scheduled,whatsapp
5f0e3b1e-9d5d-479a-a410-264e8d0f0d32,scheduled,whatsapp
5130c81c-bff4-489b-8d4a-cbc0db76541a,scheduled,whatsapp
2bc0f4dc-62c9-4ea2-a76e-f87b76ea7068,scheduled,whatsapp
a67fcaab-54e1-4358-a1f9-ebf444a4bbdb,scheduled,whatsapp
97d2b2c4-8eb3-4f7e-a8a4-a4a705b43558,scheduled,note
15e9c170-be7f-4a3a-8fb7-bcafb78647c4,scheduled,whatsapp
1d3e4595-89a1-4d57-9cba-e3afcb49f187,scheduled,whatsapp
d8e92297-9a39-4efe-ae2b-1fc3cb36e2d9,scheduled,whatsapp
b7810d4b-a680-4d1f-bea6-ff16a4996313,scheduled,call
fb3debd1-cce0-45b4-b96d-97211247dc71,scheduled,meeting
e942c1fa-beca-4811-af70-ec107c446905,scheduled,note
59745347-7633-408a-9fec-ac51c970d4ea,scheduled,note
0b35e9ed-b435-46b0-9c0c-f044f5f81324,scheduled,note
763bc826-d5c3-4d9a-a8c0-ee6899a14e22,scheduled,whatsapp
70eb60f5-e52c-405f-a573-a3a87b78660c,scheduled,note
ac608f21-c37b-40d6-bf76-599af67e280c,scheduled,whatsapp
8428f58a-2550-4b85-8add-bdcd4174f782,scheduled,whatsapp
df9f5103-b12b-4df6-bc05-986f2fcd7f6c,scheduled,call
1491064a-b7a7-437d-a182-0883334b5ac5,scheduled,whatsapp
a8fa91c2-044e-45a6-ae8b-9eb3b420fa2d,scheduled,whatsapp
97630d94-bd01-4c6e-aaa1-39385071f985,scheduled,whatsapp
adf29d18-4374-4bbf-a631-95e3bca4eb02,scheduled,whatsapp
9de659ad-5629-498e-a1e1-85081141a28c,scheduled,whatsapp
2010b897-3142-44a6-ae59-ccb40c90ab12,scheduled,whatsapp
7bfe2752-9ab6-4438-91d1-b6136bb7926f,scheduled,whatsapp
77ab364d-a054-41f5-bdfe-11ec4295f7c5,scheduled,whatsapp
bad169a4-f59d-4796-aa16-cacf34ea452e,scheduled,whatsapp
76ee73f4-12db-4277-acb6-c1ae316ff8b4,scheduled,whatsapp
fb773459-caf9-4fa5-beab-35fbff72e695,scheduled,whatsapp
d8fdee17-3251-438a-bad9-f63e054ad98a,scheduled,whatsapp
7953600f-017f-4861-82e5-5802d5c874f5,scheduled,whatsapp
7ed55114-8726-42db-92ce-9e9d319fba81,scheduled,whatsapp
acde61fa-1ff2-4812-86a8-4317f7c4fcd6,scheduled,whatsapp
a0751fcc-82a8-44e2-b9e1-f3604c17a652,scheduled,whatsapp
39f94d32-2271-45b2-8ea2-7590a3c9d13a,scheduled,whatsapp
da10ffb2-87a7-4de0-8ad6-ba6c3ec535ea,scheduled,call
6e83d18d-c90a-4d5d-9614-ef42c821e86a,scheduled,whatsapp
9d515c0d-9ee6-44ba-80a2-2fa9ba4307d3,scheduled,whatsapp
97dce14e-f2cd-4e65-af71-8e182132aefe,scheduled,whatsapp
143e80e6-38e3-45d8-96cc-1deb01a2da9c,scheduled,whatsapp
632aee31-46cc-414f-9301-05f42e666185,scheduled,whatsapp
0789e377-801f-43b6-994b-7b910755314f,scheduled,whatsapp
a206bf82-4bb8-4554-b6db-351739262695,scheduled,whatsapp
94da9d8a-0670-46e2-a9a8-cd311d65fbb2,scheduled,whatsapp
e1474e76-8eec-493e-b035-cd81fe9f78c9,scheduled,whatsapp
1f9dc5e9-ef1b-44ce-b84e-2fbba8501bf7,scheduled,whatsapp
39720843-1bea-4776-9c81-7fdffc7153fd,scheduled,whatsapp
41ccec34-347a-4765-8e80-6994819020dd,scheduled,whatsapp
99b69f4b-c644-4ec0-b2b6-5c090d135fdc,scheduled,whatsapp
a3b9e94f-048b-4b80-bb92-79c896b72d7b,scheduled,whatsapp
415f9da6-16ea-4b10-85ea-4f82e67203ec,scheduled,whatsapp
6a6b4614-e394-49fa-a7ae-530825a989fe,scheduled,whatsapp
b6ab0f3d-d6f2-48f8-b58e-56f19f6e9b32,scheduled,whatsapp
504e37f7-a28c-4460-9bac-b9c15e101fe8,scheduled,call
4edc81c1-afa0-43ea-8dea-77275cd9cc77,scheduled,call
83ac0c3a-ee4f-4b9c-b7e0-be341bb44794,scheduled,whatsapp
c9a16f85-edf8-436c-aa7c-8aea766ddcf6,scheduled,whatsapp
196c13a7-40b6-41fc-a197-15b3a58c41cf,scheduled,call
9f9d4ccc-2466-4578-a2fc-f71814c4f5e6,scheduled,whatsapp
51d6931e-de5f-4e18-8265-4559e39200c3,scheduled,whatsapp
87d18e58-08b1-4410-8616-54fa3ae82ddd,scheduled,whatsapp
d30622a1-5839-4533-91ae-d3c670235fff,scheduled,whatsapp
3963604c-588b-4772-9a2a-7962fa971b6d,scheduled,whatsapp
23038a3f-699d-498d-93c5-f780bb62c8e8,scheduled,whatsapp
663fb56d-dd75-4fcd-95a7-39032fbef635,scheduled,whatsapp
65706560-bf9d-487b-ad36-9613d0e8aee1,scheduled,whatsapp
1411de19-841d-4850-9486-ccb382b66654,scheduled,whatsapp
79bf3907-d419-4f1d-81c0-494602cbded8,scheduled,whatsapp
3db7c195-dbaa-4e84-8caa-9ba28c13b3e8,scheduled,whatsapp
5260bb05-9cb1-4f64-aab0-206a02abc76d,scheduled,whatsapp
17ca5e29-aae9-4611-a539-b8eab63c20ec,scheduled,call
4fa0a8de-e09b-481c-86fe-a9dd7243e221,scheduled,call
aa96b270-98a9-4bdb-a83a-f9c6e855c2fe,scheduled,call
2d020ffb-d9dd-429e-baa5-676dc5710a80,scheduled,call
b84df4ce-fca4-4481-9dfd-7baaea990a09,scheduled,call
ca936a1d-481b-44ea-8164-464d25158d8d,scheduled,whatsapp
1e928b3c-a5cc-4614-b632-0dd1f48de7ea,scheduled,whatsapp
f9b82050-fe1f-4918-9a87-fbffb0dfaed0,scheduled,whatsapp
460f4acf-d71f-4c7d-b376-3dc78316b2b2,scheduled,whatsapp
950898a3-ef4b-46e7-81f1-a784c41db96d,scheduled,note
47f5c4c8-1e85-4760-a20f-ad172dd72502,scheduled,call
d939fd8c-a3fb-43cc-95c1-22fedd271d5f,scheduled,whatsapp
ea2e801c-0dc3-49fd-ba52-6eb626bf49f6,scheduled,whatsapp
8e7b72b6-813a-457b-a6d6-49abe215b654,scheduled,call
1f42ff95-f1d0-4946-bef8-783cb36bfed0,scheduled,whatsapp
1c288c74-8e76-4752-8255-e5fb823970c8,scheduled,whatsapp
aa49c58a-2024-4254-9632-c8171c653e60,scheduled,whatsapp
37f2721d-2b77-4c92-b95a-a97a26c745b0,scheduled,whatsapp
f95b9cc9-ea5a-4c4c-a8cd-bf18230eaf58,scheduled,whatsapp
a8a4b131-700b-4911-b50b-b64b20717379,scheduled,whatsapp
30988675-f710-4757-a433-715f21fedc67,scheduled,whatsapp
4243b12e-823f-4b82-a23c-d3e6b90013a5,scheduled,whatsapp
8d1b3869-6d4f-4d76-a007-031ef213ba1d,scheduled,whatsapp
3c25073c-e1fd-4497-bcc1-57b32acb9cc0,scheduled,whatsapp
5058219a-5f35-4ba4-bedb-5e9f2eaa2821,scheduled,whatsapp
fee845bf-4c77-4381-8b34-c9575a0dafdf,scheduled,whatsapp
5132a6cd-da0f-45ce-8707-a6a78bbe84a0,scheduled,whatsapp
75b76d41-71d7-4b9c-8a48-55d0a46f5df9,scheduled,whatsapp
635914e7-fc5d-4df8-b2d5-1a08edbcc146,scheduled,whatsapp
0fbe8d8a-005f-4604-8a4e-c150bb665d09,scheduled,whatsapp
0d74a3bc-63cc-459e-89cd-a08a62c0adb6,scheduled,whatsapp
a9016c24-030d-42a8-96a6-73384a65a5c6,scheduled,whatsapp
473f7d10-2946-4b1d-a523-a6f69fcd7e31,scheduled,whatsapp
2ace1130-6749-452e-ae7d-8469530b1728,scheduled,whatsapp
5926a695-3e62-4ea1-ad98-34d0fbe6d87c,scheduled,whatsapp
b98457c6-d659-4c7a-9a10-e44d41868b02,scheduled,whatsapp
808f0d22-8640-4290-a78d-ca1b77ce344b,scheduled,whatsapp
76766573-1038-47b8-a20d-a1d81600faca,scheduled,whatsapp
86ffe957-f31c-4e24-9b45-a8a19213e95a,scheduled,whatsapp
15d09730-4555-4e24-a1a3-d953d51f8243,scheduled,whatsapp
da0dacb7-4cac-47f4-9604-8501e73da793,scheduled,whatsapp
2db0bd57-1103-42ae-ac7d-9bfeb21bf037,scheduled,whatsapp
c82ee584-a4a5-431b-a5c4-e53a6ee11715,scheduled,whatsapp
668187cb-17bb-49dc-804f-478e8634d65f,scheduled,whatsapp
6970df73-e09b-43dc-aec0-905ac7749c60,scheduled,whatsapp
6bdbaf2c-57b0-4a9b-95cf-d659c635863a,scheduled,whatsapp
12539d98-d594-4b7c-a0c7-49d65744d30b,scheduled,whatsapp
8a0330d7-01b1-4a74-9b8e-ae439c6091e9,scheduled,whatsapp
14614f75-1f27-4247-8e0b-b3d627c60383,scheduled,whatsapp
d58c6acc-db66-41ad-a636-50225e19fd0c,scheduled,whatsapp
91241e7a-3ea8-4f44-b1c8-865735d70072,scheduled,whatsapp
87b63d63-4897-4bf0-92a0-dfff6781a61a,scheduled,whatsapp
7761af0f-e10b-40c6-b1ec-5d07e3083846,scheduled,whatsapp
634bf9cf-6d1a-4dfa-85c8-de183c309c19,scheduled,whatsapp
832316c3-86e6-4569-aa7a-6073d4284919,scheduled,whatsapp
0364a4e1-ba13-45de-8dc2-1f6fefe697ce,scheduled,whatsapp
952f4010-e50d-4649-99a4-09b9a993be3b,scheduled,whatsapp
62956f1f-dd6c-4cef-9bbf-7e7f39e8b945,scheduled,whatsapp
629828fc-867d-46aa-805f-8b5077c5d4ff,scheduled,whatsapp
0e7a8b42-f0ce-4933-a98e-19424bab4aef,scheduled,whatsapp
ae240cb7-3257-40c1-bedc-9325f9abe11c,scheduled,whatsapp
d092779f-dab7-492e-9035-6a85549985d8,scheduled,whatsapp
16844a37-0435-4f7b-a832-449390ea3a02,scheduled,whatsapp
71ab5298-2b2d-474f-8311-cf684e4c9c43,scheduled,whatsapp
1ff58200-73cc-46b8-983f-0f0552411035,scheduled,whatsapp
27decf0c-fcf3-4922-8522-7f79f3294b93,scheduled,whatsapp
425a1d7f-5ba7-4f76-a9ff-e5816c5b0c99,scheduled,whatsapp
7fd0737b-5f97-41c1-85ba-f21820053742,scheduled,whatsapp
988ae711-dc00-4b57-8ddb-6894ab339451,scheduled,whatsapp
d5bd55ec-2f0a-45fa-b3f6-9c6b0f22c1d0,scheduled,call
b0b4c302-d460-4a1b-aca1-40cc1283b33f,scheduled,call
6a00b111-4be5-4a2d-86e9-e9b974f75448,scheduled,call
e09331cd-b00d-4e8b-83d1-c90379d41e2b,scheduled,call
a396fdca-5c42-4b48-b063-e007a01e3317,scheduled,call
aaed4d75-8f14-442d-9349-37df95fd3cbf,scheduled,call
b3697131-81f9-4f90-9e90-79f664123635,scheduled,whatsapp
988fb037-4d23-42ce-91f7-61ed370701cb,scheduled,call
9239a3f7-5c9c-487d-9354-a85b231983b4,scheduled,whatsapp
1d43687a-f0c7-45d3-a17a-0ca66af6deee,scheduled,whatsapp
3aa040a9-22b2-45ff-a5f0-61e6637880b6,scheduled,whatsapp
b8c25a81-4170-4640-93c9-c75ab893ebc8,scheduled,whatsapp
d84ccf9a-7a97-443f-8239-878be8086c97,scheduled,whatsapp
0b27befe-6857-4c56-a3cb-fcab0f618c42,scheduled,whatsapp
0ccf55f7-b05f-4a73-90a9-2936a21ccf45,scheduled,whatsapp
76c4ecca-fee5-4b54-8e63-5454acbcfa4d,scheduled,whatsapp
593837b0-077c-4b5b-8aa8-a137b8eed352,scheduled,whatsapp
6a708e2f-4be0-43d6-a051-07c88db8be4e,scheduled,whatsapp
44c7114c-b65c-4106-93de-ba8795c8a877,scheduled,whatsapp
9ec4b29e-eab1-4a49-8983-89fc3b05550d,scheduled,whatsapp
e3fe0ce4-a3c6-4feb-9b62-34dcb9188b8f,scheduled,whatsapp
f36b5175-54d0-4a95-b5ac-0cc5e21cef6e,scheduled,whatsapp
5ebee6de-3ecd-4c6e-b756-25caafaebef1,scheduled,whatsapp
198ec3a6-1d66-49fc-bd93-900bde988791,scheduled,whatsapp
53ae6042-0fee-4b67-be44-981391c4e95b,scheduled,whatsapp
2009232a-ebec-49d7-b353-4b027f05f180,scheduled,whatsapp
7b9b653a-508d-4d9c-ac05-59baa658a41a,scheduled,whatsapp
735a7d35-2cd3-4043-8539-fc927c330fa4,scheduled,whatsapp
85653c4f-ad81-4b31-b559-d57811b0edae,scheduled,whatsapp
c1820cc2-a2d8-4155-b036-2f1674373999,scheduled,whatsapp
3a8d409f-aa80-433e-8fc0-b8fbc47f18ff,scheduled,whatsapp
56a4f148-157b-4b06-a643-f5297e160b33,scheduled,whatsapp
9db928f5-059f-4160-84d9-b8120ae11ecb,scheduled,whatsapp
770caef5-5fc3-4766-8595-cb78d1d634aa,scheduled,whatsapp
a98a2479-1957-415e-878a-7053a926128f,scheduled,whatsapp
65b47594-ad2b-4de5-9ad7-f5a9f4b16808,scheduled,whatsapp
ca7fe02e-9631-4c0d-b05c-4a4785203f5e,scheduled,call
ef011b16-9f20-4451-bae5-543893ea6cf4,scheduled,whatsapp
1977f9d5-223a-4f2a-93f0-a0c01e1beb73,scheduled,whatsapp
28a5d170-36da-4b99-a4ca-d06db8972277,scheduled,whatsapp
1a35c5da-bd8b-408d-851f-b08274972647,scheduled,whatsapp
47c36ce0-47df-4055-a4d4-4ae6a59f1197,scheduled,whatsapp
d18bb4ae-432c-4430-9076-1c5235617a8a,scheduled,whatsapp
b1d183e8-890b-4269-8104-25281a419931,scheduled,whatsapp
992354b3-cf4c-453c-b08b-87618a26504c,scheduled,whatsapp
69004aad-8c4d-492b-b8d2-490669cab0e6,scheduled,whatsapp
d746faa6-4a84-4d2d-aed3-3f973fd62c20,scheduled,whatsapp
2b304bb8-8206-46d9-8520-0f56efed0b32,scheduled,whatsapp
70bb1d49-059d-4ace-b78f-523f4e9eeac2,scheduled,call
001d6d9d-b7ef-463c-9be7-8779c9671b7f,scheduled,call
81f02967-a0c7-453a-9647-aabe2eaa7aeb,scheduled,call
81b05b26-ddd4-4576-aa08-89269a7f2cb7,scheduled,call
009d7190-1a3c-45f5-b73a-7e458a8fa1b1,scheduled,call
835ddfa4-db16-4a1a-a15a-74c08c28b0d2,scheduled,meeting
12d9ebbb-9460-494d-b57f-a6650476ef08,scheduled,whatsapp
c3ca42e4-3a14-40b9-bfe4-49b02b5935ab,scheduled,whatsapp
06d75fee-4253-4118-9ecf-99bf2ddd57c5,scheduled,whatsapp
f82f60b7-2586-4190-b7b3-63226a507403,scheduled,whatsapp
bbcffea0-12ea-4623-a409-3127a1e39b56,scheduled,whatsapp
2735710b-d850-4be0-94b2-d01ff3c7c6d1,scheduled,whatsapp
9165acff-f64b-4e65-a80d-a1b5b55ace7b,scheduled,whatsapp
cb9ce49c-95c2-48be-bcee-2d489469bea7,scheduled,whatsapp
6fa12ecf-48e2-432e-95a9-66c53af3a2ef,scheduled,whatsapp
49d3342b-f250-4299-b12d-23a59b4d8a3f,scheduled,whatsapp
e453daa2-ac62-4cff-8077-062431d77abd,scheduled,whatsapp
bd3e316d-1699-4de8-a1bd-097d0c53b600,scheduled,whatsapp
f0b50bf7-398d-4811-bd05-c40b32c83d49,scheduled,whatsapp
